3.583135787838327246e+01,3.952393268433534246e+01
1.890081221346947160e+01,-6.285119428243989148e+01
-1.478760032183117232e+02,4.010124677867259635e+01
9.777856980044977320e+01,-1.230608609651509227e+02
-2.217691304042497507e+02,-6.574428959154163365e+00
-1.827434299803897488e+02,-1.947167350498052372e+02
2.715141504729932649e+02,1.815398581580195412e+02
2.311361475722922592e+02,-2.163183233166758157e+02
2.957761423079032852e+02,2.686063874685286237e+02
3.962626116695922747e+02,2.743479900471245259e+01
-3.343561378765907648e+02,3.102027584926147483e+02
3.538995042131912783e+02,3.924054624027930913e+02
3.706575929568842867e+02,3.826677240729225105e+02
-2.883784427463587576e+02,-4.460764123032614066e+02
-3.477556841628367579e+02,4.345815398990677636e+02
3.158322222265497459e+01,5.633144384115790899e+02
1.489127468745592751e+02,-5.241551039347192500e+02
4.508252853081252738e+02,-3.246865078385400238e+02
-2.908076185166607388e+02,-4.972384881461430837e+02
-3.109616600411237641e+02,5.292757140676146719e+02
6.402282300372052077e+02,-6.938908432970893614e+01
-3.175196553157247195e+02,5.674333850053155857e+02
-6.205424591501387113e+02,1.696268543432239539e+02
5.773827902148942712e+02,-3.309854975872717091e+02
-5.486290539403837556e+02,4.233382974260132414e+02
6.353002828486552289e+02,-2.767395690873656235e+02
-4.407410263423687411e+02,5.513219326231387640e+02
-6.692402901741497772e+02,-1.748280001755258581e+02
7.028893210455892131e+02,2.381506266310558715e+02
-5.606289613789737132e+02,-4.666347339889062482e+02
6.214979309168772943e+02,-4.069308388089883692e+02
-6.842507600316916978e+02,-3.060576661217705237e+02
4.090974352771542613e+02,6.768572097409430626e+02
3.899894937736932548e+02,6.900471226839729297e+02
-7.217915444029127912e+02,2.893934696857891140e+02
-5.860046573841067357e+02,5.493073813993794374e+02
1.592576815892712716e+02,-7.873902712845638234e+02
5.667675395799902844e+02,6.251972228525096398e+02
6.083126171965022877e+02,-5.553217771342141305e+02
-4.468922391500697131e+02,-6.940639134880879055e+02
-4.591903028268047251e+02,-6.881336571550270946e+02
4.182909775240482873e+02,-7.320158944849355294e+02
-4.226462588923432406e+01,-8.386988358769394836e+02
-7.094237343157627720e+02,4.959849613922776825e+02
8.678511430327422431e+02,1.490741366062437123e+02
-4.110950052867167415e+02,7.826641133747519916e+02
-5.039619839120947518e+02,-6.996397280268574832e+02
5.245943183263002538e+02,7.266954102523178562e+02
-8.159596192084827635e+02,3.383659631801521641e+02
4.646909696070982818e+02,8.018223039969808497e+02
-8.833684345201347696e+02,-1.905338700710112505e+02
9.199405284404122085e+02,1.057699163998482845e+02
6.382457033614972488e+02,6.981889952119106511e+02
4.977420704280802397e+02,-7.914467958050531706e+02
5.803049081973082366e+02,7.716332784751845111e+02
-9.104279770653507740e+02,-2.359411656225527167e+02
5.090713319280902738e+02,8.228610921122872242e+02
5.595823731207223091e+02,-7.868505229467658637e+02
-6.607970973326267767e+02,7.399161459833652543e+02
9.940224255926452770e+02,5.135275059869533010e+01
-9.186207783429437086e+02,-3.402401664493490330e+02
-8.898758211630637334e+02,4.553417416228152206e+02
9.515445639895513068e+02,-3.111230057382654195e+02
7.316952409308512415e+02,7.152069635036407362e+02
-8.524765666868047447e+02,-5.147229213939363035e+02
1.039338212398804217e+03,-3.160205225739930768e+01
-1.019071192834755720e+03,-1.494256475530238788e+02
2.449302407995772626e+02,1.066047909540195633e+03
1.793754859158442514e+02,-1.064597314182330138e+03
-6.747700594311897930e+02,8.721206932046392239e+02
-1.095548686310545691e+03,1.111559729567709383e+02
-5.597827879799597213e+02,9.667550882008900999e+02
-1.095127987271635675e+03,-1.853851901981296635e+02
-8.575815325663706972e+02,-6.992577267160656902e+02
-4.407149460132247327e+02,-1.032028876794216558e+03
1.147489656345004278e+03,1.266323985506651724e+02
6.841678596516242123e+02,-9.283397570702859412e+02
3.370749266333402829e+02,-1.102133775581114833e+03
5.808437922747238247e-01,1.180568590518680139e+03
-8.317458741382267817e+02,-8.010603614298677257e+02
-9.240541817319857500e+02,7.254318104787582797e+02
-1.071482688324265837e+03,4.822588898561395467e+02
1.171020723195524170e+03,3.596824826199801350e+02
-3.770523209543367216e+02,-1.143680973920980705e+03
-9.004479443132862571e+01,-1.209070585404358553e+03
7.155444130263172156e+02,1.021321123689785168e+03
-2.608800290847527208e+02,-1.188350361167018491e+03
1.689060272279977326e+01,-1.218795835535779361e+03
7.100348968096863018e+02,-1.016437570042614425e+03
5.822195271085552122e+02,1.128435630026651779e+03
-1.139582940754525680e+03,5.269044149055902153e+02
9.527214991716522263e+02,-8.142230563961896905e+02
-9.954931131207557655e+02,-7.575846364438842784e+02
1.270945198021844362e+03,6.452019340281229631e+01
-2.129148372128407232e+02,1.272047860890432275e+03
-1.270473986027555839e+03,3.925515878997488528e+01
-3.736220210323863000e+01,-1.268084254275368949e+03
1.290637271662544208e+03,-8.594290826448953169e+01
-1.737457112405127475e+02,1.293372742094954901e+03
1.282571919337404324e+03,2.830545943417322974e+02
1.307252413387504248e+03,-1.535173720812006763e+02
-8.677598110383081575e+01,1.337935579242066297e+03
-9.207599491332157413e+02,-9.415239546871209768e+02
-1.108192248412087224e+02,-1.312152738308391918e+03
1.175010428178334223e+03,-6.298990681144153996e+02
1.298474547718274152e+03,-3.306839598551169956e+02
-5.390830866468967315e+02,-1.227146588626229232e+03
-3.057870626694907514e+02,1.345593686260858476e+03
8.980033981987172638e+02,-1.023733651435463571e+03
-2.089364265024437373e+02,-1.343147707018707479e+03
-3.792191310009897620e+02,-1.306277893991801420e+03
